0_low,0_med,0_vhigh,1_low,1_med,1_vhigh,2_3,2_4,2_5more,3_4,3_more,4_med,4_small,5_low,5_med,y
0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,2
0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2
0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2
0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2
0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,2
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2
0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,2
0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2
0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,2
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,2
0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2
0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,2
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,2
0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2
0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2
0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2
0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2
0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,2
0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,2
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,2
0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,2
0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2
0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,2
0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,2
0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2
0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,2
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,2
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2
0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,2
0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,2
0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,2
0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,2
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2
0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2
0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,2
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2
0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,2
0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2
0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2
0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2
0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,2
0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2
0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2
0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2
0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2
0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,2
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2
0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,2
0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2
0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2
0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2
0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,2
0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2
0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2
0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2
0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2
0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,2
0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2
0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2
0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2
0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2
0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,2
0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2
0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2
0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2
0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,2
0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,2
0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2
0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2
0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2
0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,2
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,2
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,2
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,2
0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2
0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2
0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,2
0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,2
0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2
0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,2
0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,2
0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,2
0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,2
0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2
0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,2
0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,2
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,2
0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2
0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2
0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2
0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2
0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,2
0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2
0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2
0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2
0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2
0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2
0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2
0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2
0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2
0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,2
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,2
0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,2
0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,2
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,2
0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,2
0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2
0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2
0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,2
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2
0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2
0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2
0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,2
0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,2
0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2
0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2
0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,2
0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2
0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,2
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2
0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2
0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2
0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,2
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,2
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,2
0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,2
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,2
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,2
0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,2
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,2
0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,2
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,2
0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,2
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2
0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,2
0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,2
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2
0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,2
0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,2
0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2
0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,2
0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2
0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2
0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2
0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2
0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2
0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2
0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,2
0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,2
0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2
0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,2
0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,2
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,2
0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,2
0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,2
0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,2
0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,2
0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,2
0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
