0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
83.0,28.0,0.0,0.0,0.388889,0.136081,0.888887,0.455421,112.96296,99.44444,131.11111,108.333336,-40.555557,54.444443,-13.888889,131.11111,0.241511,-2.387884,1
126.0,237.0,0.0,0.0,0.944444,0.240741,1.0,0.488889,5.777778,4.222222,4.222222,8.888889,-4.666667,-4.666667,9.333333,8.888889,0.553812,2.097231,6
225.0,58.0,0.0,0.0,0.333334,0.421637,0.444445,0.344265,8.333333,5.555555,14.111111,5.333334,-8.333333,17.333334,-9.0,14.111111,0.622222,-2.068564,4
14.0,120.0,0.0,0.0,0.333333,0.133333,0.444444,0.296296,1.592593,0.0,3.888889,0.888889,-4.777778,6.888889,-2.111111,3.888889,1.0,-2.315721,2
5.0,210.0,0.0,0.111111,2.166667,1.669998,4.444444,2.613356,51.296295,45.444443,64.333336,44.11111,-17.555555,39.11111,-21.555555,64.333336,0.317566,-2.020896,5
79.0,62.0,0.0,0.0,0.555556,0.385184,0.888887,0.607405,110.18519,100.666664,127.111115,102.77778,-28.555555,50.77778,-22.222221,127.111115,0.208013,-2.178149,1
18.0,83.0,0.0,0.111111,6.166667,9.988892,12.888889,28.785189,14.37037,9.0,22.666666,11.444445,-16.11111,24.88889,-8.777778,22.666666,0.664785,-2.274205,2
214.0,246.0,0.0,0.0,2.833333,1.917754,2.999999,1.988857,17.518518,14.222222,15.444445,22.88889,-9.888889,-6.222222,16.11111,22.88889,0.391548,2.232849,6
94.0,140.0,0.0,0.0,0.166667,0.033333,0.333333,0.044444,3.037037,1.777778,6.111111,1.222222,-3.777778,9.222222,-5.444445,6.111111,0.797884,-1.985769,4
54.0,142.0,0.0,0.0,0.722222,0.827759,2.0,2.108185,1.814815,0.888889,3.666667,0.888889,-2.777778,5.555555,-2.777778,3.666667,0.769444,-2.094395,4
107.0,146.0,0.0,0.0,1.888889,1.007408,2.111111,1.318517,21.37037,16.777779,29.666666,17.666668,-13.777778,24.88889,-11.111111,29.666666,0.432786,-2.164971,3
93.0,236.0,0.111111,0.0,1.777778,2.696297,2.0,0.933333,12.518518,9.555555,10.777778,17.222223,-8.888889,-5.222222,14.111111,17.222223,0.447247,2.267197,6
245.0,249.0,0.0,0.0,2.0,1.28889,1.5,0.611111,14.740741,10.777778,15.333333,18.11111,-11.888889,1.777778,10.111111,18.11111,0.406212,2.743555,6
48.0,173.0,0.0,0.0,1.166667,1.069787,1.444445,1.642041,19.222221,16.444445,16.444445,24.777779,-8.333333,-8.333333,16.666666,24.777779,0.349656,2.099557,6
239.0,122.0,0.0,0.0,0.277778,0.062963,0.333333,0.177778,5.555555,7.0,6.666667,3.0,4.333334,3.333333,-7.666667,7.222222,0.581349,-0.953435,0
184.0,145.0,0.0,0.0,0.944445,0.490654,1.777778,0.934919,3.407408,2.333334,5.777778,2.111111,-3.222222,7.111111,-3.888889,5.777778,0.656614,-2.036506,4
109.0,146.0,0.0,0.0,0.055556,0.136083,0.055556,0.136083,0.037037,0.0,0.111111,0.0,-0.111111,0.222222,-0.111111,0.111111,0.111111,-2.094395,2
111.0,246.0,0.0,0.0,3.166667,2.094968,5.833334,4.113663,25.88889,21.11111,22.444445,34.11111,-14.333333,-10.333333,24.666666,34.11111,0.388973,2.214011,6
155.0,40.0,0.0,0.0,1.888889,2.072751,0.055556,0.136083,1.259259,1.222222,1.555556,1.0,-0.111111,0.888889,-0.777778,1.555556,0.116667,-1.570796,4
192.0,157.0,0.0,0.0,1.055556,0.507408,0.777778,0.162963,18.333334,13.888889,17.222223,23.88889,-13.333333,-3.333333,16.666666,23.88889,0.418184,2.438615,6
209.0,249.0,0.0,0.0,2.444444,3.629631,2.777778,4.207408,10.518518,7.555555,8.111112,15.888889,-8.888889,-7.222222,16.11111,15.888889,0.533307,2.156779,6
118.0,125.0,0.0,0.0,0.333333,0.298142,0.888889,0.344265,1.148148,0.0,3.111111,0.333333,-3.444444,5.888889,-2.444444,3.111111,1.0,-2.175647,2
43.0,152.0,0.0,0.0,1.944445,1.707408,1.222222,0.82963,1.518519,1.0,2.888889,0.666667,-1.555556,4.111111,-2.555556,2.888889,0.648677,-1.933239,4
247.0,92.0,0.0,0.0,0.888889,0.518518,0.444444,0.118519,12.074074,7.555555,20.555555,8.111112,-13.555555,25.444445,-11.888889,20.555555,0.632127,-2.137851,4
63.0,201.0,0.0,0.0,2.111112,1.734188,2.500001,1.656637,61.62963,54.88889,76.44444,53.555557,-20.222221,44.444443,-24.222221,76.44444,0.299213,-2.034119,5
33.0,117.0,0.0,0.0,0.277778,0.018519,0.111111,0.02963,1.074074,0.0,3.111111,0.111111,-3.222222,6.111111,-2.888889,3.111111,1.0,-2.132635,2
118.0,85.0,0.0,0.0,3.277778,4.418521,2.277778,6.818519,8.185185,3.555556,14.888889,6.111111,-13.888889,20.11111,-6.222222,14.888889,0.774121,-2.329093,2
121.0,60.0,0.0,0.0,2.277778,2.329629,2.888889,2.874074,26.74074,24.666666,35.22222,20.333334,-6.222222,25.444445,-19.222221,35.22222,0.4223,-1.776113,0
218.0,115.0,0.0,0.0,0.944444,0.534027,0.388889,0.389682,22.962963,19.444445,29.444445,20.0,-10.555555,19.444445,-8.888889,29.444445,0.339149,-2.14867,4
209.0,11.0,0.0,0.0,0.833333,0.255559,2.166667,3.855552,141.55556,135.11111,150.11111,139.44444,-19.333334,25.666666,-6.333334,150.11111,0.099836,-2.401587,1
55.0,209.0,0.111111,0.0,1.833333,1.295291,1.388889,0.998146,12.518518,10.333334,10.333334,16.88889,-6.555555,-6.555555,13.111111,16.88889,0.407904,2.09922,6
50.0,199.0,0.0,0.0,3.222223,2.97894,5.611111,4.615995,55.666668,49.11111,69.77778,48.11111,-19.666666,42.333332,-22.666666,69.77778,0.312414,-2.045431,5
160.0,41.0,0.0,0.0,0.833333,0.809664,0.222222,0.172133,0.703704,0.555556,1.222222,0.333333,-0.444444,1.555556,-1.111111,1.222222,0.537037,-1.845121,4
142.0,140.0,0.0,0.0,4.222222,1.29386,1.5,0.722649,26.444445,23.444445,32.333336,23.555555,-9.0,17.666666,-8.666667,32.333336,0.2851,-2.100488,3
9.0,94.0,0.0,0.0,0.611111,0.551852,1.000001,0.666665,113.18519,106.888885,127.55556,105.111115,-18.88889,43.11111,-24.222221,127.55556,0.176789,-2.015307,1
108.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
56.0,107.0,0.0,0.0,1.111111,0.207407,4.722223,20.196299,49.814816,46.22222,58.333332,44.88889,-10.777778,25.555555,-14.777778,58.333332,0.230455,-1.991445,3
54.0,176.0,0.0,0.0,2.111113,0.688531,2.666667,2.691551,50.666668,46.0,62.666668,43.333332,-14.0,36.0,-22.0,62.666668,0.308573,-1.95141,5
41.0,103.0,0.0,0.0,2.444445,3.096298,1.777778,1.496294,61.25926,56.0,73.44444,54.333332,-15.777778,36.555557,-20.777779,73.44444,0.259607,-2.00292,3
67.0,136.0,0.0,0.0,6.722223,3.708349,2.666667,3.197221,15.518518,9.0,25.333334,12.222222,-19.555555,29.444445,-9.888889,25.333334,0.660813,-2.307511,2
249.0,58.0,0.0,0.0,1.333333,0.942809,0.277778,0.327731,8.851851,6.0,14.555555,6.0,-8.555555,17.11111,-8.555555,14.555555,0.607768,-2.085342,4
90.0,101.0,0.111111,0.0,0.888889,0.385185,1.722222,1.885187,20.074074,20.333334,25.0,14.888889,0.777778,14.777778,-15.555555,25.0,0.404038,-1.520125,0
180.0,224.0,0.0,0.0,3.722222,3.707407,3.611111,5.618522,15.185185,11.666667,13.333333,20.555555,-10.555555,-5.555555,16.11111,20.555555,0.443375,2.298255,6
96.0,13.0,0.0,0.0,0.833331,0.47778,0.555557,0.207406,131.77777,122.111115,144.77777,128.44444,-29.0,39.0,-10.0,144.77777,0.156568,-2.386251,1
112.0,90.0,0.0,0.0,7.38889,6.945556,1.277777,0.879814,65.18519,57.666668,79.77778,58.11111,-22.555555,43.77778,-21.222221,79.77778,0.278345,-2.108813,3
215.0,182.0,0.0,0.0,2.555555,1.470701,2.722223,1.98233,54.185184,48.555557,67.22222,46.77778,-16.88889,39.11111,-22.222221,67.22222,0.30405,-2.004082,5
225.0,58.0,0.0,0.0,0.333334,0.421637,0.444445,0.344265,8.333333,5.555555,14.111111,5.333334,-8.333333,17.333334,-9.0,14.111111,0.622222,-2.068564,4
88.0,89.0,0.0,0.0,0.777777,0.385185,3.666667,4.044442,22.333334,21.666666,28.444445,16.88889,-2.0,18.333334,-16.333334,28.444445,0.403687,-1.625587,0
91.0,120.0,0.0,0.0,1.388889,0.928958,0.611111,0.772202,16.851852,11.222222,25.777779,13.555555,-16.88889,26.777779,-9.888889,25.777779,0.562158,-2.230821,2
57.0,42.0,0.0,0.0,2.333334,0.869226,0.999999,0.699206,37.444443,32.77778,47.77778,31.777779,-14.0,31.0,-17.0,47.77778,0.334662,-2.029552,3
211.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
37.0,120.0,0.0,0.0,0.833333,0.344444,1.055556,0.462963,1.925926,0.222222,4.444445,1.111111,-5.111111,7.555555,-2.444444,4.444445,0.962963,-2.298085,2
54.0,140.0,0.111111,0.0,0.722222,0.443053,1.777778,1.047042,8.333333,3.777778,14.0,7.222222,-13.666667,17.0,-3.333333,14.0,0.73447,-2.442323,2
194.0,72.0,0.0,0.0,1.0,0.399998,1.166667,1.144441,93.44444,79.22222,117.111115,84.0,-42.666668,71.0,-28.333334,117.111115,0.323421,-2.22578,1
86.0,88.0,0.111111,0.0,2.055556,1.885185,1.722222,3.396294,21.148148,21.444445,26.333334,15.666667,0.888889,15.555555,-16.444445,26.333334,0.405118,-1.512555,0
71.0,180.0,0.111111,0.0,1.222222,0.562963,3.0,1.866665,22.333334,18.333334,21.444445,27.222221,-12.0,-2.666667,14.666667,27.222221,0.327383,2.453831,6
127.0,120.0,0.111111,0.0,1.666667,0.844445,3.222222,4.029627,23.666666,22.11111,30.444445,18.444445,-4.666667,20.333334,-15.666667,30.444445,0.394863,-1.76489,0
140.0,124.0,0.0,0.0,1.0,0.444445,1.111111,1.051852,2.518518,0.222222,6.111111,1.222222,-6.888889,10.777778,-3.888889,6.111111,0.973765,-2.267462,2
48.0,81.0,0.0,0.0,0.611111,0.240743,0.888891,0.429629,112.92593,105.666664,128.88889,104.22222,-21.777779,47.88889,-26.11111,128.88889,0.19308,-2.033487,1
14.0,138.0,0.0,0.0,0.5,0.122222,0.5,0.077778,4.962963,6.777778,5.444445,2.666667,5.444445,1.444444,-6.888889,6.777778,0.603836,-0.722894,0
97.0,130.0,0.0,0.0,0.722222,0.507407,1.055556,0.685185,5.851852,7.333334,6.888889,3.333333,4.444445,3.111111,-7.555555,7.666667,0.570106,-0.963048,0
110.0,182.0,0.0,0.0,2.388889,1.794024,2.555556,1.558727,46.37037,42.666668,56.333332,40.11111,-11.111111,29.88889,-18.777779,56.333332,0.287646,-1.930048,5
245.0,238.0,0.111111,0.0,1.666667,2.538591,2.333333,2.440401,8.925926,6.333334,6.555555,13.888889,-7.777778,-7.111111,14.888889,13.888889,0.597015,2.126063,6
82.0,138.0,0.0,0.0,0.888889,0.518518,0.888889,0.385185,1.407407,0.0,3.777778,0.444444,-4.222222,7.111111,-2.888889,3.777778,1.0,-2.173961,2
132.0,84.0,0.0,0.0,3.0,1.229273,0.888889,0.45542,8.888889,7.333334,11.777778,7.555555,-4.666667,8.666667,-4.0,11.777778,0.380483,-2.13694,3
235.0,196.0,0.0,0.0,1.666667,1.333334,2.222222,1.148268,47.25926,41.77778,58.555557,41.444443,-16.444445,33.88889,-17.444445,58.555557,0.294238,-2.074616,5
147.0,87.0,0.0,0.0,6.833334,6.618995,1.555557,1.695309,43.333332,37.88889,54.88889,37.22222,-16.333334,34.666668,-18.333334,54.88889,0.319706,-2.050388,3
4.0,210.0,0.0,0.0,4.722223,4.018937,5.722222,2.184966,49.74074,44.22222,62.22222,42.77778,-16.555555,37.444443,-20.88889,62.22222,0.314278,-2.014434,5
98.0,41.0,0.0,0.0,1.722227,0.774073,1.111115,0.874068,137.14815,130.66667,147.22223,133.55556,-19.444445,30.222221,-10.777778,147.22223,0.112421,-2.268529,1
222.0,114.0,0.0,0.0,0.277778,0.062963,0.444444,0.074074,5.444445,6.111111,7.333334,2.888889,2.0,5.666667,-7.666667,7.333334,0.603175,-1.314533,0
122.0,123.0,0.0,0.0,0.611111,0.374074,0.5,0.211111,1.185185,0.0,3.333333,0.222222,-3.555556,6.444445,-2.888889,3.333333,1.0,-2.142674,2
129.0,157.0,0.0,0.0,2.444444,3.540741,2.222222,1.718518,23.148148,18.222221,32.0,19.222221,-14.777778,26.555555,-11.777778,32.0,0.430239,-2.169368,3
140.0,161.0,0.0,0.0,0.277778,0.327731,0.777778,0.620633,15.740741,12.444445,14.333333,20.444445,-9.888889,-4.222222,14.111111,20.444445,0.390957,2.345133,6
175.0,188.0,0.0,0.0,2.999999,2.573369,2.333333,1.299573,55.77778,49.666668,69.111115,48.555557,-18.333334,40.0,-21.666666,69.111115,0.296294,-2.039667,5
192.0,142.0,0.111111,0.0,0.5,0.122222,1.5,0.522222,4.666667,6.777778,4.888889,2.333334,6.333334,0.666667,-7.0,6.777778,0.662037,-0.604864,0
101.0,72.0,0.0,0.0,2.5,4.744444,1.777778,6.296294,26.481482,23.555555,35.77778,20.11111,-8.777778,27.88889,-19.11111,35.77778,0.436895,-1.846158,0
211.0,107.0,0.111111,0.0,2.555556,2.251853,2.055556,2.818519,16.74074,11.777778,25.777779,12.666667,-14.888889,27.11111,-12.222222,25.777779,0.547173,-2.159464,4
140.0,125.0,0.0,0.0,0.277778,0.062963,0.666667,0.311111,6.185185,7.333334,7.666667,3.555556,3.444444,4.444445,-7.888889,7.777778,0.545635,-1.121818,0
221.0,107.0,0.0,0.0,1.166667,0.211111,0.833333,0.344444,2.222222,0.333333,5.333334,1.0,-5.666667,9.333333,-3.666667,5.333334,0.94709,-2.226355,2
168.0,13.0,0.111111,0.0,1.333331,0.444445,1.333333,0.400002,130.40741,119.666664,145.44444,126.111115,-32.22222,45.11111,-12.888889,145.44444,0.177191,-2.355244,1
200.0,250.0,0.0,0.0,2.277778,1.420746,1.444445,1.025599,9.222222,6.555555,7.333334,13.777778,-8.0,-5.666667,13.666667,13.777778,0.56339,2.192936,6
23.0,85.0,0.0,0.0,1.444445,1.051853,1.777778,0.962963,17.962963,18.88889,21.88889,13.111111,2.777778,11.777778,-14.555555,21.88889,0.399751,-1.386867,0
65.0,143.0,0.0,0.0,0.333333,0.133333,0.444445,0.074074,5.037037,6.555555,5.888889,2.666667,4.555555,2.555556,-7.111111,6.666667,0.595238,-0.907416,0
108.0,128.0,0.0,0.0,7.055555,4.368659,1.666666,1.054092,53.25926,46.333332,67.111115,46.333332,-20.777779,41.555557,-20.777779,67.111115,0.312927,-2.091927,3
17.0,64.0,0.0,0.0,1.444444,1.362962,1.666666,1.422222,18.88889,17.555555,25.11111,14.0,-4.0,18.666666,-14.666667,25.11111,0.441092,-1.755505,0
187.0,134.0,0.111111,0.0,3.0,2.044446,1.111112,0.385185,26.703703,20.333334,37.444443,22.333334,-19.11111,32.22222,-13.111111,37.444443,0.457752,-2.21646,4
197.0,121.0,0.0,0.0,21.666666,17.3628,0.944444,0.904721,41.037037,37.444443,49.444443,36.22222,-10.777778,25.222221,-14.444445,49.444443,0.280578,-1.995536,3
188.0,42.0,0.0,0.0,0.777779,0.54433,1.666668,1.264908,108.92593,95.666664,126.22222,104.888885,-39.77778,51.88889,-12.111111,126.22222,0.241934,-2.410388,1
99.0,130.0,0.0,0.0,0.555556,0.45542,0.555556,0.544331,1.37037,0.111111,3.333333,0.666667,-3.777778,5.888889,-2.111111,3.333333,0.977778,-2.239029,2
95.0,71.0,0.0,0.0,1.055553,1.085183,2.222221,3.762964,105.666664,96.666664,122.44444,97.888885,-27.0,50.333332,-23.333334,122.44444,0.212264,-2.143159,1
153.0,192.0,0.0,0.0,3.388889,1.781593,7.444444,4.134766,53.444443,47.333332,65.0,48.0,-18.333334,34.666668,-16.333334,65.0,0.272721,-2.164196,5
118.0,167.0,0.111111,0.0,0.888889,0.518518,2.055555,0.996296,14.592592,12.888889,13.777778,17.11111,-5.111111,-2.444444,7.555555,17.11111,0.248449,2.305729,6
69.0,75.0,0.111111,0.0,2.111111,1.407408,1.5,2.21111,22.74074,22.0,29.333334,16.88889,-2.222222,19.777779,-17.555555,29.333334,0.423501,-1.641882,0
98.0,119.0,0.222222,0.0,1.444445,0.518519,2.555556,5.585183,21.592592,21.333334,27.333334,16.11111,-0.777778,17.222221,-16.444445,27.333334,0.408211,-1.57896,0
59.0,116.0,0.0,0.0,3.000001,2.812669,0.777778,0.45542,21.962963,17.88889,29.555555,18.444445,-12.222222,22.777779,-10.555555,29.555555,0.395663,-2.144778,4
14.0,28.0,0.0,0.0,0.555553,0.074075,1.222221,0.429626,110.48148,97.888885,131.11111,102.44444,-37.77778,61.88889,-24.11111,131.11111,0.253299,-2.238865,1
228.0,42.0,0.111111,0.0,2.055556,1.555158,4.333334,2.231094,44.555557,39.555557,54.11111,40.0,-15.0,28.666666,-13.666667,54.11111,0.271572,-2.120131,3
116.0,35.0,0.0,0.0,0.833333,0.781735,0.888888,0.544333,125.18519,113.77778,141.33334,120.44444,-34.22222,48.444443,-14.222222,141.33334,0.194853,-2.346636,1
45.0,108.0,0.0,0.111111,25.5,12.795401,27.277779,15.930981,49.814816,41.77778,61.11111,46.555557,-24.11111,33.88889,-9.777778,61.11111,0.358975,-2.360491,2
127.0,118.0,0.0,0.0,11.555554,10.22995,0.833334,0.691215,34.333332,30.777779,41.666668,30.555555,-10.666667,22.0,-11.333333,41.666668,0.293949,-2.077668,3
152.0,220.0,0.0,0.0,0.944445,0.685185,1.444445,2.162964,14.62963,11.555555,13.111111,19.222221,-9.222222,-4.555555,13.777778,19.222221,0.416705,2.306885,6
28.0,131.0,0.0,0.0,0.222222,0.074074,0.777778,0.207407,5.185185,6.666667,6.0,2.888889,4.444445,2.444444,-6.888889,6.666667,0.566138,-0.874641,0
181.0,15.0,0.0,0.0,0.833336,0.211111,1.444443,1.229632,140.2963,133.88889,149.55556,137.44444,-19.222221,27.777779,-8.555555,149.55556,0.104639,-2.330563,1
201.0,125.0,0.111111,0.0,1.722222,1.34026,8.555554,5.725834,43.37037,41.666668,49.0,39.444443,-5.111111,16.88889,-11.777778,49.0,0.192484,-1.840579,3
201.0,125.0,0.0,0.0,1.0,0.444444,9.944444,103.751854,42.814816,39.11111,51.77778,37.555557,-11.111111,26.88889,-15.777778,51.77778,0.270638,-1.973025,3
59.0,120.0,0.0,0.0,2.166667,1.986063,1.444444,1.869839,19.074074,10.555555,33.11111,13.555555,-25.555555,42.11111,-16.555555,33.11111,0.681266,-2.231261,2
21.0,64.0,0.0,0.0,16.277779,12.948471,20.222223,17.629103,31.0,24.666666,38.0,30.333334,-19.0,21.0,-2.0,38.0,0.400746,-2.593825,2
196.0,95.0,0.0,0.0,1.722222,1.123817,1.333334,1.264911,7.62963,6.777778,10.777778,5.333334,-2.555556,9.444445,-6.888889,10.777778,0.512566,-1.749258,4
63.0,19.0,0.0,0.0,2.444445,1.18634,1.444445,0.886106,45.185184,38.0,58.77778,38.77778,-21.555555,40.77778,-19.222221,58.77778,0.355227,-2.133677,3
45.0,108.0,0.0,0.111111,25.5,12.795401,27.277779,15.930981,49.814816,41.77778,61.11111,46.555557,-24.11111,33.88889,-9.777778,61.11111,0.358975,-2.360491,2
123.0,183.0,0.0,0.0,1.111111,0.651852,6.333334,36.933327,32.25926,29.444445,39.11111,28.222221,-8.444445,20.555555,-12.111111,39.11111,0.266436,-1.970772,5
95.0,109.0,0.0,0.0,1.0,0.488889,1.944444,2.729629,17.25926,19.222221,20.0,12.555555,5.888889,8.222222,-14.111111,20.444445,0.384997,-1.131204,0
187.0,89.0,0.0,0.0,3.0,1.605546,1.111111,1.068055,8.444445,6.333334,13.0,6.0,-6.333334,13.666667,-7.333334,13.0,0.548545,-2.043884,4
115.0,111.0,0.0,0.0,0.555556,0.403687,1.944444,1.041722,18.037037,9.666667,30.11111,14.333333,-25.11111,36.22222,-11.111111,30.11111,0.679513,-2.333318,2
108.0,123.0,0.0,0.0,0.611111,0.240741,0.666667,0.266667,6.740741,8.222222,8.0,4.0,4.444445,3.777778,-8.222222,8.444445,0.524471,-0.985729,0
206.0,61.0,0.0,0.0,0.555556,0.403687,0.5,0.459468,7.074074,4.666667,12.222222,4.333334,-7.222222,15.444445,-8.222222,12.222222,0.645891,-2.048717,4
34.0,169.0,0.0,0.0,0.833333,0.505525,1.611111,0.879815,12.814815,10.666667,9.777778,18.0,-6.444445,-9.111111,15.555555,18.0,0.463569,1.993183,6
4.0,96.0,0.0,0.0,2.222222,2.962964,1.555556,2.251852,3.555556,0.888889,7.777778,2.0,-8.0,12.666667,-4.666667,7.777778,0.910065,-2.244482,2
29.0,81.0,0.111111,0.0,2.611111,3.751853,2.722222,3.751853,20.481482,20.11111,26.11111,15.222222,-1.111111,16.88889,-15.777778,26.11111,0.412662,-1.566335,0
129.0,184.0,0.111111,0.0,2.222222,0.910841,3.611111,1.818627,45.22222,41.77778,54.444443,39.444443,-10.333333,27.666666,-17.333334,54.444443,0.275818,-1.930196,5
88.0,136.0,0.0,0.0,1.833333,1.149879,2.055555,2.112573,8.0,4.111111,13.222222,6.666667,-11.666667,15.666667,-4.0,13.222222,0.695088,-2.412671,2
21.0,123.0,0.0,0.0,0.888888,0.385186,1.0,0.355555,19.296297,15.666667,26.333334,15.888889,-10.888889,21.11111,-10.222222,26.333334,0.408913,-2.115734,3
73.0,19.0,0.0,0.0,0.944445,0.389681,0.944443,0.680416,127.51852,116.55556,143.11111,122.888885,-32.88889,46.77778,-13.888889,143.11111,0.185539,-2.344188,1
70.0,38.0,0.0,0.0,1.222223,0.272166,1.000001,0.760116,58.0,50.0,74.333336,49.666668,-24.0,49.0,-25.0,74.333336,0.336015,-2.078504,3
135.0,211.0,0.0,0.0,1.888889,1.327766,2.166666,1.149879,17.962963,14.444445,16.333334,23.11111,-10.555555,-4.888889,15.444445,23.11111,0.375552,2.327545,6
151.0,163.0,0.0,0.0,2.055556,2.285186,18.166666,41.988934,40.0,34.555557,48.0,37.444443,-16.333334,24.0,-7.666667,48.11111,0.263847,-2.51749,5
161.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
223.0,175.0,0.0,0.0,3.777779,3.124574,7.166668,4.68923,57.851852,50.77778,72.77778,50.0,-21.222221,44.77778,-23.555555,72.77778,0.312834,-2.05935,5
253.0,75.0,0.0,0.0,0.666668,0.266666,0.888888,0.385187,88.55556,72.0,115.888885,77.77778,-49.666668,82.0,-32.333332,115.888885,0.378682,-2.232,1
93.0,190.0,0.0,0.0,5.500001,1.822697,2.611111,3.234651,53.592594,47.333332,66.88889,46.555557,-18.777779,39.88889,-21.11111,66.88889,0.303602,-2.052546,5
230.0,113.0,0.0,0.0,1.111111,0.501849,0.555556,0.544331,21.592592,18.11111,27.88889,18.777779,-10.444445,18.88889,-8.444445,27.88889,0.350082,-2.163633,4
139.0,128.0,0.0,0.0,2.944444,7.885187,3.166667,12.433335,5.296296,2.444444,9.555555,3.888889,-8.555555,12.777778,-4.222222,9.555555,0.804724,-2.300368,2
