0.792,0.671,1
0.791,0.684,1
0.79,0.674,1
0.789,0.66,1
0.788,0.66,1
0.787,0.659,1
0.786,0.661,1
0.785,0.665,1
0.788,0.717,1
0.787,0.833,1
0.79,0.779,1
0.814,0.668,1
0.807,0.809,1
0.786,0.805,1
0.785,0.804,1
0.787,0.854,1
0.791,0.8,1
0.794,0.786,1
0.814,0.78,1
0.88,0.776,1
1.593,0.774,0
1.593,0.77,0
1.593,0.765,0
1.593,0.765,0
1.592,0.763,0
1.591,0.763,0
1.59,0.763,0
1.588,0.763,0
1.586,0.758,0
1.576,0.759,0
1.566,0.753,0
1.555,0.751,0
0.932,0.745,0
1.525,0.739,0
1.508,0.733,0
1.494,0.727,0
1.473,0.721,0
1.454,0.715,0
1.438,0.707,0
1.419,0.7,0
1.399,0.694,0
1.379,0.69,0
1.358,0.683,0
1.338,0.673,0
1.317,0.666,0
0.891,0.663,1
1.276,0.652,0
1.255,0.645,0
1.233,0.638,0
1.212,0.627,0
1.193,0.623,0
1.174,0.613,0
1.156,0.607,0
1.138,0.6,0
1.121,0.594,0
1.105,0.588,0
1.089,0.582,0
1.074,0.576,0
1.058,0.57,0
1.043,0.564,0
1.026,0.562,0
1.009,0.555,0
0.989,0.549,0
0.733,0.539,1
0.711,0.54,1
0.679,0.53,1
0.658,0.521,1
0.65,0.515,1
0.644,0.509,1
0.639,0.504,1
0.86,0.504,1
0.859,0.496,1
0.861,0.491,1
0.865,0.491,1
0.865,0.491,1
0.865,0.49,1
0.865,0.49,1
0.865,0.489,1
0.865,0.488,1
0.868,0.487,1
0.867,0.486,1
0.87,0.485,1
0.869,0.485,1
0.74,0.484,1
0.74,0.483,1
0.861,0.482,1
0.859,0.48,1
0.857,0.478,1
0.853,0.477,1
0.85,0.475,1
0.852,0.474,1
0.852,0.472,1
0.851,0.47,1
0.854,0.467,1
0.857,0.465,1
0.873,0.462,1
1.491,0.46,3
1.202,0.458,3
1.201,0.456,3
1.2,0.455,3
1.198,0.454,3
1.198,0.455,3
1.198,0.455,3
1.197,0.456,3
1.198,0.456,3
1.191,0.457,3
1.186,0.458,3
1.567,0.459,3
1.208,0.461,3
1.553,0.462,3
1.191,0.464,3
1.535,0.465,3
1.528,0.466,3
1.519,0.468,3
1.512,0.47,3
1.416,0.471,3
1.522,0.473,3
1.475,0.476,3
1.487,0.478,3
1.473,0.48,3
1.472,0.483,3
1.459,0.486,3
1.462,0.489,3
1.34,0.491,3
1.335,0.494,3
1.421,0.497,0
1.421,0.5,0
1.414,0.504,0
1.404,0.507,0
1.393,0.511,0
1.381,0.515,0
1.368,0.52,0
1.353,0.526,0
1.309,0.531,0
1.293,0.538,0
1.273,0.545,0
1.287,0.551,0
1.269,0.559,0
1.22,0.566,0
1.202,0.574,0
1.183,0.581,0
1.165,0.589,0
1.143,0.597,0
1.128,0.604,0
1.106,0.612,0
1.09,0.619,0
1.068,0.627,0
1.049,0.635,0
1.03,0.642,0
1.012,0.65,0
0.994,0.657,0
0.975,0.664,0
0.957,0.672,0
0.942,0.679,0
1.173,0.686,0
1.16,0.695,0
1.148,0.702,0
1.139,0.707,0
1.128,0.702,0
1.126,0.704,0
1.473,0.71,0
1.454,0.713,0
1.434,0.719,0
1.412,0.726,0
1.063,0.733,0
1.05,0.741,0
1.04,0.748,0
1.03,0.756,0
1.021,0.763,0
1.011,0.771,0
0.642,0.778,1
0.622,0.786,1
0.606,0.793,1
0.589,0.801,1
0.574,0.805,1
0.559,0.807,1
0.547,0.797,1
0.541,0.786,1
0.549,0.784,1
0.983,0.78,0
0.984,0.78,0
0.983,0.78,0
0.983,0.78,0
0.981,0.78,0
0.98,0.78,0
0.979,0.779,0
0.978,0.779,0
0.978,0.779,0
0.977,0.779,0
0.976,0.778,0
0.974,0.778,0
0.972,0.777,0
0.968,0.777,0
0.961,0.776,0
0.952,0.775,0
0.937,0.773,0
0.924,0.775,0
0.91,0.774,0
0.895,0.773,1
0.88,0.779,1
0.864,0.779,1
0.847,0.779,1
0.832,0.778,1
0.817,0.775,1
0.804,0.771,1
0.793,0.771,1
0.792,0.769,1
0.789,0.768,1
0.791,0.767,1
0.792,0.766,1
0.792,0.766,1
0.792,0.765,1
0.791,0.765,1
0.79,0.764,1
0.791,0.766,1
0.79,0.766,1
0.79,0.769,1
0.789,0.872,1
0.789,0.87,1
0.789,0.865,1
0.788,0.772,1
0.787,0.759,1
0.786,0.753,1
0.785,0.751,1
0.785,0.749,1
0.784,0.746,1
0.787,0.744,1
1.815,0.746,0
0.81,0.381,1
0.789,0.376,1
0.785,0.374,1
0.785,0.374,1
0.785,0.373,1
0.785,0.373,1
0.785,0.372,1
0.785,0.372,1
0.785,0.371,1
0.788,0.37,1
0.788,0.37,1
0.788,0.372,1
0.791,0.751,1
0.798,0.743,1
0.811,0.836,1
1.824,0.835,0
1.821,0.371,3
1.817,0.363,3
1.816,0.357,3
1.814,0.357,3
1.813,0.357,3
1.813,0.357,3
1.81,0.357,3
1.81,0.356,3
1.81,0.356,3
0.963,0.356,3
1.81,0.356,3
0.957,0.357,3
1.799,0.357,3
0.937,0.358,3
0.93,0.362,3
0.919,0.747,0
0.912,0.746,0
0.905,0.742,0
0.9,0.738,1
0.898,0.734,1
1.727,0.383,3
2.715,0.374,3
2.094,0.374,3
2.693,0.378,3
2.681,0.386,3
2.67,0.7,0
2.66,0.697,0
2.651,0.693,0
2.644,0.69,0
2.634,0.687,0
2.622,0.683,0
2.618,0.68,0
2.595,0.676,0
1.567,0.672,0
1.557,0.668,0
1.537,0.664,0
2.528,0.66,0
1.499,0.655,0
1.478,0.651,0
1.459,0.647,0
1.441,0.538,0
1.422,0.64,0
1.407,0.636,0
1.388,0.632,0
1.369,0.628,0
1.35,0.624,0
1.331,0.62,0
1.309,0.616,0
1.294,0.612,0
1.275,0.608,0
2.249,0.604,0
2.23,0.599,0
2.21,0.595,0
2.191,0.589,0
2.171,0.585,0
2.151,0.583,0
2.131,0.58,0
2.111,0.576,0
2.092,0.572,0
2.072,0.568,0
2.053,0.564,0
2.034,0.561,0
2.014,0.557,0
1.994,0.553,0
1.975,0.549,0
1.955,0.545,0
1.935,0.541,0
1.916,0.537,0
1.897,0.533,0
1.878,0.53,0
1.859,0.526,0
1.84,0.522,0
1.822,0.518,0
0.584,0.515,1
0.577,0.511,1
0.577,0.507,1
0.573,0.504,1
0.79,0.5,1
0.777,0.497,1
0.765,0.494,1
0.76,0.491,1
0.761,0.49,1
0.769,0.49,1
0.77,0.489,1
0.773,0.49,1
0.773,0.489,1
0.77,0.489,1
0.773,0.488,1
1.501,0.487,3
1.495,0.487,3
1.494,0.486,3
1.491,0.485,3
1.496,0.485,3
1.702,0.485,3
1.492,0.485,3
1.491,0.485,3
1.492,0.485,3
1.694,0.484,3
1.689,0.483,3
1.682,0.483,3
1.675,0.482,3
1.666,0.481,3
1.656,0.48,3
0.583,0.479,1
1.635,0.478,3
1.624,0.478,3
1.613,0.478,3
1.603,0.477,3
1.593,0.477,3
1.584,0.478,3
1.575,0.477,3
1.567,0.478,3
1.559,0.478,3
1.55,0.478,3
1.541,0.479,3
1.531,0.48,3
1.521,0.48,3
1.511,0.481,3
1.316,0.482,3
1.304,0.483,3
1.296,0.484,3
1.291,0.485,3
1.283,0.486,3
1.278,0.487,3
1.273,0.488,3
1.432,0.49,3
1.422,0.491,3
1.412,0.493,3
1.402,0.494,3
1.392,0.496,0
1.382,0.498,0
1.372,0.499,0
1.361,0.501,0
1.349,0.503,0
1.336,0.506,0
1.322,0.509,0
1.308,0.513,0
1.292,0.516,0
1.275,0.521,0
1.259,0.526,0
1.241,0.531,0
1.223,0.536,0
1.205,0.541,0
1.186,0.547,0
1.168,0.553,0
1.15,0.559,0
1.131,0.565,0
1.113,0.571,0
1.094,0.578,0
1.075,0.584,0
1.056,0.591,0
1.037,0.597,0
1.018,0.604,0
0.998,0.608,0
0.979,0.615,0
0.959,0.623,0
0.94,0.631,0
0.923,0.638,0
0.904,0.645,0
0.882,0.652,1
0.864,0.658,1
0.846,0.665,1
0.827,0.671,1
0.809,0.678,1
0.792,0.684,1
0.776,0.689,1
0.767,0.69,1
0.767,0.687,1
0.769,0.686,1
0.77,0.685,1
0.77,0.685,1
0.769,0.685,1
0.769,0.684,1
0.769,0.684,1
0.769,0.683,1
0.768,0.683,1
0.768,0.682,1
0.768,0.681,1
0.769,0.68,1
0.765,0.682,1
0.763,0.684,1
0.762,0.683,1
0.761,0.681,1
0.76,0.677,1
0.759,0.676,1
0.758,0.679,1
0.757,0.679,1
0.756,0.682,1
0.755,0.689,1
0.762,0.72,1
0.769,0.783,1
0.772,0.685,1
0.758,0.779,1
0.758,0.779,1
0.758,0.776,1
0.761,0.851,1
0.764,0.713,1
0.768,0.753,1
1.566,0.749,0
1.567,0.745,0
1.568,0.711,0
1.57,0.741,0
1.572,0.74,0
1.567,0.742,0
1.56,0.724,0
1.551,0.734,0
1.54,0.726,0
1.527,0.72,0
1.513,0.714,0
1.497,0.707,0
1.481,0.7,0
1.464,0.693,0
1.447,0.686,0
1.429,0.678,0
1.411,0.671,0
1.392,0.664,0
1.374,0.656,0
1.355,0.648,0
1.335,0.644,0
1.316,0.638,0
1.297,0.63,0
1.278,0.624,0
1.262,0.617,0
1.24,0.61,0
1.223,0.604,0
1.2,0.597,0
1.18,0.587,0
1.161,0.58,0
1.141,0.574,0
1.121,0.566,0
1.102,0.562,0
1.083,0.556,0
1.065,0.549,0
1.046,0.543,0
1.028,0.537,0
1.01,0.53,0
0.992,0.524,0
0.974,0.517,0
0.956,0.512,0
0.938,0.505,0
0.69,0.498,1
0.671,0.489,1
0.619,0.483,1
0.607,0.477,1
0.593,0.473,1
0.58,0.465,1
0.568,0.462,1
0.821,0.462,1
0.824,0.458,1
0.826,0.455,1
0.825,0.454,1
0.825,0.454,1
0.825,0.453,1
0.822,0.452,1
0.507,0.452,1
0.507,0.451,1
0.507,0.451,1
0.508,0.45,1
0.508,0.45,1
0.508,0.449,1
0.508,0.448,1
0.508,0.448,1
0.512,0.447,1
0.823,0.447,1
0.823,0.446,1
0.823,0.445,1
0.823,0.443,1
0.823,0.438,1
0.824,0.44,1
0.824,0.438,1
0.829,0.436,1
0.83,0.435,1
0.829,0.433,1
0.826,0.431,1
0.826,0.428,1
0.825,0.426,1
0.825,0.423,1
0.825,0.421,1
0.828,0.419,1
0.828,0.417,1
0.829,0.416,1
0.831,0.414,1
0.826,0.411,1
0.825,0.408,1
0.824,0.405,1
0.82,0.403,1
0.82,0.4,1
0.822,0.399,1
0.821,0.397,1
0.824,0.396,1
0.824,0.395,1
0.819,0.407,1
0.813,0.399,1
0.811,0.395,1
0.81,0.393,1
0.805,0.393,1
0.808,0.396,1
0.806,0.423,1
0.809,0.431,1
0.811,0.435,1
0.904,0.403,3
0.804,0.404,1
0.803,0.405,1
0.802,0.427,1
0.802,0.431,1
0.805,0.478,1
0.802,0.477,1
0.805,0.477,1
0.805,0.479,1
0.805,0.479,1
0.808,0.478,1
0.822,0.49,1
0.825,0.937,1
3.338,0.423,3
3.335,0.424,3
3.335,0.425,3
3.335,0.422,3
3.335,0.425,3
3.335,0.422,3
3.335,0.425,3
3.335,0.425,3
3.335,0.425,3
3.334,0.427,3
2.935,0.426,3
2.923,0.431,3
3.322,0.436,3
3.316,0.443,3
3.309,0.454,3
3.301,0.463,3
3.29,0.479,3
3.281,0.761,0
3.273,0.756,0
3.267,0.751,0
3.258,0.747,0
3.25,0.746,0
3.237,0.741,0
3.22,0.735,0
3.205,0.729,0
3.189,0.723,0
3.172,0.716,0
3.16,0.713,0
3.138,0.706,0
3.082,0.71,0
0.94,0.694,0
0.94,0.694,0
3.023,0.684,0
3.001,0.682,0
2.981,0.656,0
2.965,0.646,0
2.659,0.65,0
2.641,0.634,0
2.651,0.625,0
2.885,0.623,0
2.866,0.614,0
2.581,0.613,0
2.828,0.607,0
2.549,0.599,0
2.544,0.597,0
2.505,0.593,0
2.471,0.589,0
2.466,0.589,0
2.715,0.587,0
2.696,0.585,0
2.281,0.606,0
2.261,0.598,0
2.248,0.593,0
2.63,0.584,0
2.604,0.597,0
2.585,0.574,0
2.565,0.568,0
2.546,0.559,0
2.527,0.553,0
2.508,0.547,0
2.486,0.54,0
2.468,0.534,0
2.448,0.528,0
2.432,0.52,0
2.41,0.518,0
2.394,0.525,0
2.372,0.501,0
2.353,0.497,0
2.338,0.491,3
2.316,0.481,3
2.297,0.476,3
1.914,0.471,3
1.889,0.464,3
1.877,0.463,3
2.225,0.461,3
2.209,0.46,3
2.194,0.461,3
2.18,0.458,3
2.166,0.457,3
1.877,0.515,0
1.879,0.474,3
2.13,0.471,3
2.12,0.467,3
1.838,0.46,3
1.827,0.46,3
2.09,0.464,3
2.081,0.458,3
1.84,0.458,3
1.832,0.468,3
1.791,0.567,0
1.78,0.598,0
1.776,0.537,0
1.839,0.562,0
2.025,0.578,0
2.011,3.134,2
2.0,0.515,0
1.987,0.489,3
1.974,0.495,0
1.96,1.434,2
1.945,1.426,2
1.93,1.422,2
1.914,1.415,2
1.897,1.413,2
1.881,1.407,2
1.865,1.406,2
1.848,1.404,2
1.831,1.402,2
1.815,1.403,2
1.798,1.398,2
1.781,1.396,2
1.764,1.397,2
1.748,1.395,2
1.732,1.393,2
1.647,1.394,2
1.631,1.406,2
1.628,1.405,2
1.612,1.39,2
1.596,1.388,2
1.557,1.387,2
1.559,1.386,2
1.581,1.387,2
1.463,0.715,0
1.458,0.709,0
1.37,0.723,0
1.367,0.724,0
1.429,0.73,0
1.417,0.798,0
1.347,0.848,0
1.332,2.171,2
1.323,2.177,2
1.312,2.185,2
1.3,2.197,2
1.284,2.208,2
1.274,2.224,2
1.261,2.233,2
1.251,2.241,2
1.242,2.252,2
1.226,2.261,2
1.213,2.267,2
1.197,0.862,0
1.182,2.282,2
1.17,0.868,0
1.158,2.295,2
1.144,2.302,2
1.133,0.819,0
1.118,0.821,0
1.103,0.824,0
1.089,0.826,0
1.074,0.828,0
1.059,0.83,0
1.042,0.828,0
1.025,0.823,0
1.007,0.797,0
0.985,0.792,0
0.967,0.795,0
0.947,0.794,0
0.928,0.797,0
0.908,0.8,0
0.889,0.804,1
0.869,0.808,1
0.849,0.812,1
0.83,0.813,1
0.811,0.817,1
0.793,0.822,1
0.78,0.824,1
0.778,0.825,1
0.784,0.823,1
0.785,0.819,1
0.786,0.819,1
0.786,0.818,1
0.786,0.817,1
0.785,0.817,1
0.785,0.816,1
0.785,0.816,1
0.785,0.815,1
0.785,0.814,1
0.784,0.813,1
0.78,0.812,1
0.78,0.811,1
0.779,0.81,1
0.779,0.808,1
0.778,0.807,1
0.777,0.805,1
0.78,0.808,1
0.779,0.813,1
0.779,0.825,1
0.779,0.817,1
0.778,0.812,1
0.776,0.808,1
0.771,0.803,1
0.77,0.803,1
0.769,0.802,1
0.768,0.828,1
0.767,0.878,1
0.769,0.863,1
0.769,0.871,1
0.769,0.82,1
0.778,0.8,1
0.803,0.792,1
0.774,0.789,1
0.767,0.788,1
0.766,0.782,1
0.769,0.791,1
0.776,0.767,1
0.831,0.761,1
0.792,0.758,1
0.854,0.755,1
0.894,0.755,1
1.182,0.752,0
0.892,0.746,1
1.346,0.743,0
1.349,0.741,0
1.349,0.737,0
1.348,0.737,0
1.346,0.741,0
1.342,0.737,0
1.34,0.74,0
1.339,0.736,0
1.338,0.735,0
1.341,0.738,0
1.337,0.738,0
1.34,0.738,0
1.336,0.738,0
1.332,0.741,0
1.325,0.74,0
1.316,0.732,0
1.305,0.742,0
1.292,0.726,0
1.278,0.72,0
1.265,0.714,0
1.248,0.708,0
1.231,0.705,0
1.213,0.698,0
1.195,0.692,0
1.176,0.702,0
1.157,0.681,0
1.138,0.68,0
1.119,0.682,0
1.1,0.722,0
0.943,0.654,0
0.923,0.65,0
0.899,0.641,1
0.881,0.669,1
0.864,0.627,1
0.847,0.623,1
0.83,0.619,1
0.816,0.613,1
0.803,0.601,1
0.818,0.589,1
0.917,0.586,0
0.92,0.586,0
0.921,0.586,0
0.921,0.586,0
0.919,0.586,0
0.917,0.585,0
0.915,0.584,0
0.913,0.584,0
0.912,0.584,0
0.911,0.584,0
0.91,0.583,0
0.908,0.583,0
0.907,0.582,0
0.906,0.582,0
0.904,0.581,0
0.902,0.581,0
0.9,0.581,1
0.899,0.581,1
0.898,0.58,1
0.897,0.58,1
0.896,0.579,1
0.895,0.579,1
0.895,0.578,1
0.895,0.578,1
0.896,0.577,1
0.896,0.576,1
0.896,0.575,1
0.896,0.574,1
0.897,0.572,1
0.897,0.57,1
0.898,0.569,1
0.899,0.567,1
0.9,0.566,1
0.899,0.564,1
0.898,0.563,1
0.897,0.56,1
0.897,0.557,1
0.896,0.555,1
0.896,0.553,1
0.896,0.551,1
0.896,0.549,1
0.896,0.548,1
0.895,0.546,1
0.894,0.544,1
0.893,0.541,1
0.892,0.538,1
0.891,0.535,1
0.891,0.533,1
0.891,0.532,1
0.894,0.53,1
0.894,0.529,1
0.892,0.53,1
0.887,0.524,1
0.886,0.526,1
0.884,0.532,1
0.882,0.531,1
0.881,0.527,1
0.88,0.527,1
0.88,0.526,1
0.879,0.526,1
0.882,0.535,1
0.881,0.914,1
1.325,0.907,2
1.761,0.902,2
0.88,0.708,1
0.879,0.699,1
0.878,0.696,1
0.878,0.697,1
0.878,0.7,1
0.878,0.695,1
0.878,0.694,1
0.881,0.693,1
0.881,0.692,1
0.887,0.691,1
0.888,0.69,1
0.891,0.692,1
0.904,0.711,0
1.744,0.541,0
1.75,0.542,0
1.753,0.867,0
1.751,0.867,0
1.745,0.551,0
1.741,0.863,0
1.732,0.567,0
1.721,0.571,0
1.707,0.583,0
0.96,0.842,0
1.677,0.835,0
0.975,0.827,0
1.642,0.819,0
1.627,0.811,0
0.948,0.802,0
0.887,0.794,1
0.923,0.714,0
0.866,0.774,1
0.873,0.768,1
0.851,0.759,1
0.837,0.751,1
0.824,0.742,1
0.817,0.735,1
1.459,0.725,0
0.863,0.722,1
1.462,0.722,0
1.462,0.723,0
1.46,0.722,0
1.459,0.721,0
1.458,0.721,0
1.457,0.72,0
1.456,0.719,0
1.454,0.719,0
1.453,0.719,0
0.921,0.718,0
0.92,0.718,0
0.914,0.717,0
0.912,0.716,0
0.913,0.714,0
1.436,0.711,0
1.428,0.707,0
1.417,0.702,0
1.407,0.697,0
1.392,0.691,0
1.376,0.685,0
1.359,0.678,0
1.341,0.67,0
1.325,0.663,0
0.819,0.656,1
1.284,0.649,0
1.264,0.641,0
1.247,0.633,0
1.225,0.625,0
1.205,0.617,0
1.187,0.61,0
1.166,0.602,0
1.149,0.595,0
1.132,0.589,0
1.115,0.582,0
1.098,0.575,0
1.078,0.568,0
1.064,0.562,0
0.733,0.555,1
0.715,0.55,1
1.01,0.543,0
0.992,0.54,0
0.689,0.53,1
0.712,0.524,1
0.692,0.516,1
0.676,0.512,1
0.651,0.515,1
0.693,0.498,1
0.712,0.496,1
0.91,0.495,0
0.907,0.495,0
0.906,0.494,3
0.905,0.494,3
0.904,0.493,3
0.9,0.491,1
0.772,0.488,1
0.766,0.486,1
0.885,0.484,1
0.878,0.482,1
0.874,0.48,1
0.866,0.478,1
0.863,0.477,1
0.86,0.476,1
0.86,0.475,1
0.859,0.474,1
0.857,0.473,1
0.856,0.472,1
0.855,0.472,1
0.852,0.471,1
0.851,0.471,1
0.848,0.469,1
0.85,0.468,1
0.846,0.466,1
0.848,0.464,1
0.851,0.461,1
0.85,0.459,1
0.853,0.457,1
1.493,0.455,3
1.492,0.453,3
1.2,0.451,3
1.199,0.449,3
1.197,0.448,3
1.196,0.448,3
1.195,0.448,3
1.195,0.448,3
1.196,0.448,3
1.195,0.448,3
1.195,0.448,3
1.194,0.448,3
1.193,0.449,3
1.191,0.449,3
1.191,0.45,3
1.19,0.451,3
1.57,0.453,3
1.206,0.454,3
1.558,0.455,3
1.549,0.456,3
1.54,0.457,3
1.534,0.459,3
1.553,0.461,3
1.54,0.463,3
1.504,0.466,3
1.493,0.468,3
1.476,0.471,3
1.467,0.474,3
1.488,0.476,3
1.463,0.479,3
1.468,0.482,3
1.459,0.485,3
1.424,0.488,3
1.414,0.491,3
1.428,0.494,3
1.418,0.498,0
1.38,0.502,0
1.37,0.505,0
1.36,0.509,0
1.347,0.513,0
1.338,0.519,0
1.325,0.525,0
1.31,0.532,0
1.295,0.54,0
1.279,0.548,0
1.297,0.556,0
1.284,0.564,0
1.27,0.574,0
1.257,0.582,0
1.374,0.591,0
1.364,0.601,0
1.351,0.61,0
1.341,0.619,0
1.329,0.628,0
1.319,0.638,0
1.31,0.647,0
1.301,0.657,0
1.292,0.666,0
1.511,0.676,0
1.495,0.685,0
1.476,0.698,0
1.451,0.705,0
1.434,0.715,0
1.419,0.724,0
0.94,0.727,0
0.917,0.73,0
0.897,0.736,1
0.878,0.743,1
0.862,0.75,1
0.846,0.757,1
0.831,0.765,1
0.816,0.769,1
0.804,0.779,1
0.795,0.783,1
0.794,0.782,1
0.799,0.78,1
0.799,0.78,1
0.799,0.783,1
0.799,0.782,1
0.803,0.786,1
1.257,0.785,0
1.257,0.788,0
1.264,0.811,0
1.273,0.807,0
1.415,0.812,0
1.275,0.817,0
1.273,0.82,0
1.4,0.828,0
1.389,0.802,0
1.223,0.806,0
1.362,0.814,0
1.19,0.827,0
1.172,0.837,0
1.156,0.85,0
1.137,0.868,0
1.122,0.875,0
1.106,0.9,0
1.086,0.899,0
1.07,0.904,2
1.052,0.904,2
1.036,0.908,2
1.018,0.908,2
1.001,0.906,2
0.983,0.91,2
0.967,0.946,2
0.954,0.988,2
0.938,0.911,2
0.922,0.909,2
0.907,0.911,2
0.892,0.912,1
0.878,0.914,1
0.861,0.919,1
0.849,0.918,1
0.837,0.92,1
0.827,0.922,1
0.825,0.921,1
0.827,0.916,1
0.829,0.914,1
0.829,0.914,1
0.829,0.914,1
0.829,0.914,1
0.828,0.913,1
0.831,0.912,1
0.831,0.911,1
0.826,0.897,1
0.825,0.897,1
0.823,0.893,1
0.821,0.888,1
0.82,1.001,1
0.819,0.904,1
0.817,0.897,1
0.816,0.499,1
0.816,0.489,1
0.815,0.484,1
0.817,0.482,1
0.858,0.483,1
0.86,0.502,1
0.818,0.837,1
0.817,0.833,1
0.817,0.482,1
0.82,0.472,1
0.827,0.469,1
0.844,0.467,1
0.917,0.468,3
0.916,0.802,0
0.925,0.799,0
1.713,0.796,0
1.713,0.795,0
1.711,0.795,0
1.705,0.795,0
1.699,0.793,0
1.689,0.789,0
1.681,0.785,0
1.668,0.481,3
1.653,0.476,3
1.636,0.478,3
1.616,0.484,3
1.603,0.487,3
1.586,0.497,0
1.571,0.507,0
1.556,0.736,0
1.552,0.731,0
1.555,0.726,0
2.482,0.72,0
2.468,0.714,0
2.453,0.709,0
2.437,0.577,0
2.421,0.571,0
2.404,0.58,0
2.386,0.598,0
2.371,0.604,0
2.352,0.616,0
2.334,0.629,0
2.315,0.642,0
2.296,0.648,0
2.277,0.641,0
2.258,0.634,0
2.24,0.626,0
2.221,0.621,0
2.002,0.616,0
1.985,0.606,0
1.965,0.601,0
1.944,0.591,0
1.924,0.585,0
1.9,0.58,0
1.88,0.571,0
1.098,0.565,0
1.076,0.558,0
1.054,0.552,0
1.032,0.545,0
1.007,0.539,0
0.991,0.534,0
0.969,0.528,0
0.95,0.518,0
0.932,0.514,0
0.913,0.505,0
0.896,0.501,1
0.878,0.495,1
0.861,0.488,1
0.843,0.481,1
0.826,0.475,1
0.81,0.472,1
1.553,0.466,3
1.542,0.458,3
1.543,0.453,3
1.545,0.453,3
1.544,0.453,3
1.542,0.453,3
1.541,0.452,3
1.541,0.452,3
1.54,0.452,3
1.541,0.452,3
1.541,0.452,3
1.54,0.452,3
1.54,0.452,3
1.54,0.452,3
1.539,0.451,3
1.537,0.451,3
0.504,0.449,1
0.503,0.447,1
0.501,0.445,1
0.5,0.442,1
0.495,0.439,1
0.497,0.437,1
0.496,0.435,1
0.496,0.433,1
0.747,0.432,1
0.744,0.432,1
0.745,0.432,1
0.742,0.431,1
0.742,0.431,1
0.742,0.427,1
0.741,0.426,1
0.741,0.425,1
0.738,0.427,1
0.738,0.426,1
0.738,0.426,1
0.741,0.426,1
0.74,0.425,1
0.743,0.424,1
1.493,0.423,3
1.496,0.422,3
1.732,0.42,3
1.731,0.418,3
1.731,0.418,3
1.731,0.418,3
1.732,0.418,3
1.731,0.418,3
1.731,0.418,3
1.731,0.418,3
1.731,0.418,3
1.731,0.418,3
1.731,0.418,3
1.729,0.418,3
1.726,0.418,3
1.721,0.417,3
1.714,0.417,3
1.707,0.416,3
1.698,0.416,3
1.689,0.416,3
1.679,0.416,3
1.668,0.416,3
1.657,0.416,3
1.647,0.416,3
1.636,0.417,3
1.411,0.418,3
1.615,0.42,3
1.604,0.421,3
1.594,0.422,3
1.584,0.423,3
1.36,0.425,3
1.348,0.426,3
1.34,0.428,3
1.331,0.429,3
1.323,0.431,3
1.314,0.433,3
1.305,0.435,3
1.298,0.437,3
1.289,0.439,3
1.285,0.441,3
1.473,0.443,3
1.463,0.445,3
1.452,0.447,3
1.442,0.449,3
1.432,0.451,3
1.422,0.453,3
1.411,0.455,3
1.401,0.458,3
1.391,0.46,3
1.381,0.462,3
1.371,0.465,3
1.362,0.467,3
1.352,0.469,3
1.343,0.472,3
1.333,0.474,3
1.324,0.477,3
1.314,0.48,3
1.305,0.483,3
1.295,0.486,3
1.286,0.489,3
1.277,0.493,3
1.271,0.497,0
1.259,0.5,0
1.25,0.503,0
